keyword,popular_status,popular_evidence,smart_status,smart_evidence,check_status,error,url,checked_at_utc,attempts
그랜저LPG,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EA%B7%B8%EB%9E%9C%EC%A0%80LPG,2026-07-21T16:32:14+00:00,1
시에나하이브리드,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%8B%9C%EC%97%90%EB%82%98%ED%95%98%EC%9D%B4%EB%B8%8C%EB%A6%AC%EB%93%9C,2026-07-21T16:32:18+00:00,1
QM6LPG,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=QM6LPG,2026-07-21T16:32:23+00:00,1
쏘렌토하이브리드출고기간,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%8F%98%EB%A0%8C%ED%86%A0%ED%95%98%EC%9D%B4%EB%B8%8C%EB%A6%AC%EB%93%9C%EC%B6%9C%EA%B3%A0%EA%B8%B0%EA%B0%84,2026-07-21T16:32:28+00:00,1
카니발,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%B9%B4%EB%8B%88%EB%B0%9C,2026-07-21T16:32:32+00:00,1
코란도신형,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%BD%94%EB%9E%80%EB%8F%84%EC%8B%A0%ED%98%95,2026-07-21T16:32:37+00:00,1
니로하이브리드,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%8B%88%EB%A1%9C%ED%95%98%EC%9D%B4%EB%B8%8C%EB%A6%AC%EB%93%9C,2026-07-21T16:32:41+00:00,1
포터2,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%ED%8F%AC%ED%84%B02,2026-07-21T16:32:46+00:00,1
랜드로버레인지로버,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%9E%9C%EB%93%9C%EB%A1%9C%EB%B2%84%EB%A0%88%EC%9D%B8%EC%A7%80%EB%A1%9C%EB%B2%84,2026-07-21T16:32:51+00:00,1
셀토스,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%85%80%ED%86%A0%EC%8A%A4,2026-07-21T16:32:55+00:00,1
G80,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=G80,2026-07-21T16:33:00+00:00,1
모하비,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%AA%A8%ED%95%98%EB%B9%84,2026-07-21T16:33:04+00:00,1
스팅어,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%8A%A4%ED%8C%85%EC%96%B4,2026-07-21T16:33:09+00:00,1
쏘렌토MQ4,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%8F%98%EB%A0%8C%ED%86%A0MQ4,2026-07-21T16:33:13+00:00,1
기아K8,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EA%B8%B0%EC%95%84K8,2026-07-21T16:33:18+00:00,1
올뉴쏘렌토,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%98%AC%EB%89%B4%EC%8F%98%EB%A0%8C%ED%86%A0,2026-07-21T16:33:22+00:00,1
벨로스터N,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B2%A8%EB%A1%9C%EC%8A%A4%ED%84%B0N,2026-07-21T16:33:27+00:00,1
더뉴쏘렌토,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%8D%94%EB%89%B4%EC%8F%98%EB%A0%8C%ED%86%A0,2026-07-21T16:33:32+00:00,1
쏘렌토중고,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%8F%98%EB%A0%8C%ED%86%A0%EC%A4%91%EA%B3%A0,2026-07-21T16:33:36+00:00,1
올뉴모닝,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%98%AC%EB%89%B4%EB%AA%A8%EB%8B%9D,2026-07-21T16:33:41+00:00,1
I40,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=I40,2026-07-21T16:33:45+00:00,1
F150,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=F150,2026-07-21T16:33:50+00:00,1
푸조508,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%ED%91%B8%EC%A1%B0508,2026-07-21T16:33:54+00:00,1
포터2더블캡,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%ED%8F%AC%ED%84%B02%EB%8D%94%EB%B8%94%EC%BA%A1,2026-07-21T16:33:58+00:00,1
쏘렌토페이스리프트,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%8F%98%EB%A0%8C%ED%86%A0%ED%8E%98%EC%9D%B4%EC%8A%A4%EB%A6%AC%ED%94%84%ED%8A%B8,2026-07-21T16:34:03+00:00,1
쏘렌토하이브리드가격,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%8F%98%EB%A0%8C%ED%86%A0%ED%95%98%EC%9D%B4%EB%B8%8C%EB%A6%AC%EB%93%9C%EA%B0%80%EA%B2%A9,2026-07-21T16:34:08+00:00,1
쏘렌토가솔린,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%8F%98%EB%A0%8C%ED%86%A0%EA%B0%80%EC%86%94%EB%A6%B0,2026-07-21T16:34:13+00:00,1
기아K5하이브리드,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EA%B8%B0%EC%95%84K5%ED%95%98%EC%9D%B4%EB%B8%8C%EB%A6%AC%EB%93%9C,2026-07-21T16:34:17+00:00,1
현대자동차SUV,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%ED%98%84%EB%8C%80%EC%9E%90%EB%8F%99%EC%B0%A8SUV,2026-07-21T16:34:22+00:00,1
쏘렌토하이브리드6인승,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%8F%98%EB%A0%8C%ED%86%A0%ED%95%98%EC%9D%B4%EB%B8%8C%EB%A6%AC%EB%93%9C6%EC%9D%B8%EC%8A%B9,2026-07-21T16:34:26+00:00,1
K3하이브리드,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=K3%ED%95%98%EC%9D%B4%EB%B8%8C%EB%A6%AC%EB%93%9C,2026-07-21T16:34:31+00:00,1
카니발하이리무진,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%B9%B4%EB%8B%88%EB%B0%9C%ED%95%98%EC%9D%B4%EB%A6%AC%EB%AC%B4%EC%A7%84,2026-07-21T16:34:36+00:00,1
벤츠GLC쿠페,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B2%A4%EC%B8%A0GLC%EC%BF%A0%ED%8E%98,2026-07-21T16:34:40+00:00,1
카니발KA4,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%B9%B4%EB%8B%88%EB%B0%9CKA4,2026-07-21T16:34:45+00:00,1
LS,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=LS,2026-07-21T16:34:49+00:00,1
X5,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=X5,2026-07-21T16:34:54+00:00,1
렉서스LX,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%A0%89%EC%84%9C%EC%8A%A4LX,2026-07-21T16:34:58+00:00,1
모델X,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%AA%A8%EB%8D%B8X,2026-07-21T16:35:03+00:00,1
BMW740I,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=BMW740I,2026-07-21T16:35:07+00:00,1
GLE,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=GLE,2026-07-21T16:35:11+00:00,1
투산,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%ED%88%AC%EC%82%B0,2026-07-21T16:35:16+00:00,1
벤츠S580,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B2%A4%EC%B8%A0S580,2026-07-21T16:35:20+00:00,1
그랜드체로키,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EA%B7%B8%EB%9E%9C%EB%93%9C%EC%B2%B4%EB%A1%9C%ED%82%A4,2026-07-21T16:35:25+00:00,1
벤츠E250,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B2%A4%EC%B8%A0E250,2026-07-21T16:35:29+00:00,1
벤츠EQB,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B2%A4%EC%B8%A0EQB,2026-07-21T16:35:34+00:00,1
벤츠CLS300D,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B2%A4%EC%B8%A0CLS300D,2026-07-21T16:35:38+00:00,1
벤츠GLA220,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B2%A4%EC%B8%A0GLA220,2026-07-21T16:35:42+00:00,1
푸조2008,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%ED%91%B8%EC%A1%B02008,2026-07-21T16:35:47+00:00,1
링컨MKZ,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%A7%81%EC%BB%A8MKZ,2026-07-21T16:35:51+00:00,1
X6M,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=X6M,2026-07-21T16:35:55+00:00,1
캐딜락XT6,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%BA%90%EB%94%9C%EB%9D%BDXT6,2026-07-21T16:36:00+00:00,1
BMW5GT,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=BMW5GT,2026-07-21T16:36:04+00:00,1
벤츠EQE350,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B2%A4%EC%B8%A0EQE350,2026-07-21T16:36:08+00:00,1
BMW640D,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=BMW640D,2026-07-21T16:36:13+00:00,1
아우디Q5,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%95%84%EC%9A%B0%EB%94%94Q5,2026-07-21T16:36:17+00:00,1
벤츠E300,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B2%A4%EC%B8%A0E300,2026-07-21T16:36:21+00:00,1
SUV순위,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=SUV%EC%88%9C%EC%9C%84,2026-07-21T16:36:26+00:00,1
모델S,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%AA%A8%EB%8D%B8S,2026-07-21T16:36:30+00:00,1
Q5,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=Q5,2026-07-21T16:36:35+00:00,1
520I,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=520I,2026-07-21T16:36:39+00:00,1
BMW740D,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=BMW740D,2026-07-21T16:36:44+00:00,1
7시리즈,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=7%EC%8B%9C%EB%A6%AC%EC%A6%88,2026-07-21T16:36:49+00:00,1
BMW6시리즈,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=BMW6%EC%8B%9C%EB%A6%AC%EC%A6%88,2026-07-21T16:36:53+00:00,1
F150,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=F150,2026-07-21T16:36:57+00:00,1
아우디이트론,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%95%84%EC%9A%B0%EB%94%94%EC%9D%B4%ED%8A%B8%EB%A1%A0,2026-07-21T16:37:02+00:00,1
체로키,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%B2%B4%EB%A1%9C%ED%82%A4,2026-07-21T16:37:06+00:00,1
알티마,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%95%8C%ED%8B%B0%EB%A7%88,2026-07-21T16:37:11+00:00,1
V60,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=V60,2026-07-21T16:37:15+00:00,1
BMW330E,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=BMW330E,2026-07-21T16:37:19+00:00,1
중고차리스,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%A4%91%EA%B3%A0%EC%B0%A8%EB%A6%AC%EC%8A%A4,2026-07-21T16:37:24+00:00,1
그랜저장기렌트,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EA%B7%B8%EB%9E%9C%EC%A0%80%EC%9E%A5%EA%B8%B0%EB%A0%8C%ED%8A%B8,2026-07-21T16:37:29+00:00,1
중고렌트,없음,,있음,자동차 인기글,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%A4%91%EA%B3%A0%EB%A0%8C%ED%8A%B8,2026-07-21T16:37:33+00:00,1
랜트카대여,없음,,있음,해외여행 인기글,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%9E%9C%ED%8A%B8%EC%B9%B4%EB%8C%80%EC%97%AC,2026-07-21T16:37:38+00:00,1
렌터카,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%A0%8C%ED%84%B0%EC%B9%B4,2026-07-21T16:37:42+00:00,1
현대자동차견적,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%ED%98%84%EB%8C%80%EC%9E%90%EB%8F%99%EC%B0%A8%EA%B2%AC%EC%A0%81,2026-07-21T16:37:47+00:00,1
렌트가격,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%A0%8C%ED%8A%B8%EA%B0%80%EA%B2%A9,2026-07-21T16:37:51+00:00,1
자동차구독,없음,,없음,,확인완료,,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%9E%90%EB%8F%99%EC%B0%A8%EA%B5%AC%EB%8F%85,2026-07-21T16:37:56+00:00,1
